Location,Site,Management,Treatment,predmite_B,prednem_B,coll_B,orib_B,detmite_B,plantfeed_B,ppnnem_B,omninem_B,fungnem_B,bactnem_B,fungi_B,bact_B,roots_B,predmite_M,prednem_M,coll_M,orib_M,detmite_M,plantfeed_M,ppnnem_M,omninem_M,fungnem_M,bactnem_M,predmite_met,prednem_met,coll_M_met,orib_M_met,detmite_met,plantfeed_met,ppnnem_met,omninem_met,fungnem_met,bactnem_met,fungi_met,bact_met,root_met,group_id
De,S1,Ex,C,343.5451527463906,259.4602689041488,687.0489007047904,633.2162218117815,42.44482941297261,40.482278859846396,1283.239511754317,828.8308936884238,13.417885518615734,1045.278267865933,217798.36074321868,66579.2121497066,2246877.336330508,0.01990473432868852,0.00404,0.06492596929144386,0.0187749233171141,0.004011027,0.02980753825,0.00449,0.00692,0.000522,0.00219,0.01594988931170108,0.02439714448697138,0.03295785830234322,0.009324413565132476,0.01522556847784897,0.03976259630226169,0.02353666393741371,0.020317608621298,0.04892160438969793,0.0300439937740917,1,1,1,De_S1_Ex_C
De,S1,In,C,144.82823855179407,142.82940593567793,472.06038611405233,74.6154877275495,11.806975124138567,65.06052640363988,1381.1137118033755,450.63962810782857,34.951756502898796,1189.4339301145917,128696.89884242632,82254.35461069287,2414197.989035972,0.01319240326159793,0.00404,0.04322277516062178,0.01209692209174312,0.000865753,0.02210989238095239,0.00449,0.00692,0.000522,0.00219,0.01841255096906012,0.02473443269325752,0.03739502695298352,0.01106593458023628,0.02610319619218353,0.04395474748362799,0.02386205608179562,0.02059849763154923,0.04959794092580581,0.03045934913566468,1,1,1,De_S1_In_C
De,S2,Ex,C,331.3022413893667,202.76251853686426,968.1446994805518,396.7476521425392,64.68864375773896,16.899224913373462,2620.1081214745846,1298.1908542776362,74.71090891919216,1352.6463720462696,188763.58066980026,78778.90532566955,4015695.66493112,0.02470292771360759,0.00404,0.0605076182128647,0.03085196805198021,0.004011027,0.01809902755882352,0.00449,0.00692,0.000522,0.00219,0.01491858939073613,0.02439714448697138,0.03352268658121273,0.007951704978233939,0.01522556847784897,0.0448451172380066,0.02353666393741371,0.020317608621298,0.04892160438969793,0.0300439937740917,1,1,1,De_S2_Ex_C
De,S2,In,C,266.45771521125516,120.73424921634656,849.7079764568002,194.21294050842303,17.2327946054595,81.66903518163191,2002.8692147135882,701.5055998439208,90.90719398478575,1880.3972572073392,156491.29422352658,89946.6631955414,4326434.01995556,0.01955844861214954,0.00404,0.0524103992774869,0.0110265894060241,0.000865753,0.02186683303571428,0.00449,0.00692,0.000522,0.00219,0.0162998606351695,0.02473443269325752,0.03569703950151648,0.01139956289989903,0.02610319619218353,0.04407205199900486,0.02386205608179562,0.02059849763154923,0.04959794092580581,0.03045934913566468,1,1,1,De_S2_In_C
De,S3,Ex,C,271.406693738413,221.22775665230543,952.533435468558,194.35867070023428,40.004819165970154,63.09397884758837,2869.9241240191527,998.3276224368398,132.03260526087743,2292.139193995013,265610.10780491383,88452.44818738557,2605421.592127932,0.0143382725647482,0.00404,0.05135821584382153,0.02475388265000001,0.004011027,0.02154517178623189,0.00449,0.00692,0.000522,0.00219,0.01765431384014937,0.02439714448697138,0.0348743019896979,0.008533459047355144,0.01522556847784897,0.04299963689861973,0.02353666393741371,0.020317608621298,0.04892160438969793,0.0300439937740917,1,1,1,De_S3_Ex_C
De,S3,In,C,235.6665254126245,204.18292146882143,1349.1007694956918,78.27342413484067,6.4668909393622025,109.38912916629869,4757.479189058972,1182.6538667558618,94.8268129525012,2539.6023402684573,106139.31915217456,78121.35912594979,2031750.7828520562,0.02203476859920635,0.00404,0.05821875091208793,0.01197580588798701,0.000865753,0.02301268423469387,0.00449,0.00692,0.000522,0.00219,0.01570938220009217,0.02473443269325752,0.03480381584360832,0.01110169501810417,0.02610319619218353,0.04353266230127088,0.02386205608179562,0.02059849763154923,0.04959794092580581,0.03045934913566468,1,1,1,De_S3_In_C
De,S4,Ex,C,157.89855075572694,175.41976209669178,351.8766782946339,419.5211796668394,17.193560577714834,44.61642595192492,2607.21608974769,497.94732751926813,109.01522185793284,2304.907878025051,208990.95063491724,72446.47585162903,2784693.720026644,0.01714468641935484,0.00404,0.04820290061773256,0.02761099139804468,0.004011027,0.01752082950000001,0.00449,0.00692,0.000522,0.00219,0.01670407617732685,0.02439714448697138,0.03541153668244399,0.008239765942885826,0.01522556847784897,0.04519754892669624,0.02353666393741371,0.020317608621298,0.04892160438969793,0.0300439937740917,1,1,1,De_S4_Ex_C
De,S4,In,C,155.544994312028,159.28804308375126,526.7417995272049,116.66662167288236,4.997142998598061,43.914817255216725,1991.8940740014814,1185.4344009253505,51.15823753013265,1590.6315432392676,132474.75697139892,78594.79256686025,4087404.5160906,0.01704624458488373,0.00404,0.05303872332478634,0.01184867461961207,0.000865753,0.02299374454545455,0.00449,0.00692,0.000522,0.00219,0.01700840597600536,0.02473443269325752,0.03559461815486314,0.01113974889941538,0.02610319619218353,0.04354130499052666,0.02386205608179562,0.02059849763154923,0.04959794092580581,0.03045934913566468,1,1,1,De_S4_In_C
De,S5,Ex,C,105.57373499319823,140.14642261975916,1611.6068733103677,556.423653939525,20.087526219508437,67.43901039465462,1640.5768129190913,435.70391157935984,58.86638453018841,977.9272025215686,149205.0420122302,92031.86073688639,1709060.95263438,0.01789584551798562,0.00404,0.06164381875405846,0.03166768955615942,0.004011027,0.02444606534090912,0.00449,0.00692,0.000522,0.00219,0.0164838437953702,0.02439714448697138,0.03337265926894234,0.007885448567969211,0.01522556847784897,0.04170979039622128,0.02353666393741371,0.020317608621298,0.04892160438969793,0.0300439937740917,1,1,1,De_S5_Ex_C
De,S5,In,C,81.47792024479828,83.56703916347125,141.9581940677128,54.55851291355244,8.63476915198929,60.07203389274235,974.4008061335661,1343.4034984294271,97.6977044372159,1119.9868328858986,113088.90423156774,70717.22944970605,1756866.853407368,0.01979152853124999,0.00404,0.03889315287209306,0.01190282106666667,0.000865753,0.02670592363636363,0.00449,0.00692,0.000522,0.00219,0.01624020340209902,0.02473443269325752,0.03835888568366923,0.01112347576964853,0.02610319619218353,0.04199814633469227,0.02386205608179562,0.02059849763154923,0.04959794092580581,0.03045934913566468,1,1,1,De_S5_In_C
